#  file: fmRawProjectAuthors2010-May.txt
#  package: fmProjectData
#  description of file/package:
#
#  This package includes raw data files from our database of Freshmeat project 
#  information generated from the list of projects gathered in May of 2010
#
#  Raw data was inserted into database by running the scripts:
#  scraper.pl and url_resolver.pl on the RDF files provided by Freshmeat. Get 
#  these files like this:
#  curl -O http://download.freshmeat.net/backend/fm-projects.rdf.bz2
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (afterall we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT fp.project_id, fp.projectname_short, fpa.author_name, fpa.author_role 
#  FROM `fm_project_authors` fpa, fm_projects fp 
#  WHERE fp.datasource_id=218
#  AND fpa.datasource_id=218
#  AND fpa.project_id = fp.project_id
#  ORDER BY fp.project_id
#
#  datasource_id = 218 is the May 2010 run on freshmeat.
project_id	projectname_short	author_name	author_role
1380	coda\n    	Jan Harkes	Owner
1383	codecrusader\n    	John Lindal	Owner
1384	codemedic\n    	John Lindal	Owner
1385	code2html\n    	Peter Palfrader (Weasel)	Owner
1387	codebase\n    	Sequiter Software Inc.	Owner
1389	codeguide\n    	Omnicore	Owner
1390	coder\n    	Satya	Owner
1396	cog\n    	David Leadbeater	Owner
1398	coin\n    	Morten Eriksen	Owner
1398	coin\n    	Thomas Hammer	Owner
1398	coin\n    	kyrah	Owner
1398	coin\n    	Lars J	Owner
1399	coldread\n    	linuxzealot	Owner
1400	coldstore\n    	ColdStore	Owner
1401	coldsync\n    	Arensb	Owner
1411	colour_trace\n    	Ed Avis	Owner
1413	comanche\n    	Daniel Lopez	Owner
1416	comedi\n    	imipak	Owner
1420	commandhistory\n    	Suso Banderas	Owner
1425	commoncpp2\n    	David Sugar	Owner
1427	ccrtp\n    	David Sugar	Owner
1428	cups\n    	Michael Sweet	Owner
1429	communigatepro\n    	Ali	Owner
1438	cpqarrayd\n    	Spark	Owner
1439	compface\n    	Ben Wing	Owner
1445	comscan\n    	god_of_pain	Owner
1447	condor\n    	Erik Paulson	Owner
1451	config\n    	mws	Owner
1452	configdig\n    	James Tillman	Owner
1453	configppp\n    	MikeDawg	Owner
1454	configuration\n    	Christian Queinnec	Owner
1463	conquest\n    	Jon Trulson	Owner
1464	cons\n    	Steven Knight	Owner
1465	conserver\n    	Bryan Stansell	Owner
1475	controlfreak\n    	swizin	Owner
1477	cook\n    	Peter Miller	Owner
1483	coraltreelibraryset\n    	baboon	Owner
1489	corelinux++\n    	Frank V. Castellucci	Owner
1490	libclfw\n    	Frank V. Castellucci	Owner
1491	libclfll++\n    	Frank V. Castellucci	Owner
1495	cosa\n    	Yenya	Owner
1500	countrycodes\n    	Diego Grigna	Owner
1501	courier\n    	Sam Varshavchik	Owner
1502	courier-imap\n    	Sam Varshavchik	Owner
1505	coyotelinux\n    	Joshua Jackson	Owner
1507	cpipe\n    	Harald Kirsch	Owner
1509	cpp1\n    	Folkert van Heusden	Owner
1512	cpscan\n    	Eliran	Translator (Hebrewish)
1512	cpscan\n    	vidarlo	Owner
1515	cpuid\n    	Phil Karn	Owner
1521	crank\n    	Matthew Russell	Owner
1523	crk\n    	Robert M. Stockmann	Owner
1525	crc-files\n    	god_of_pain	Owner
1530	scoreboard\n    	lsetia	Owner
1538	cross-cgi\n    	Crossfire	Owner
1540	lxr\n    	Bluezap	Owner
1541	crossfire\n    	Bob Tanner	Owner
1541	crossfire\n    	Rick Tanner	Admin
1544	crosswordsforlinux\n    	Manuel Gutierrez Algaba	Owner
1548	cruft\n    	M. Leo Cooper	Owner
1550	crypt\n    	Christoph	Owner
1551	cryptrijndael\n    	Rafael 'Dido' Sevilla	Owner
1555	cryptopp\n    	Wei Dai	Owner
1556	cryptogrampuzzletool\n    	Jeff Edwards	Owner
1557	cryptopadsplicer\n    	Boris Wesslowski	Owner
1559	crystalspace\n    	Jorrit Tyberghein	Owner
1563	cscope\n    	Hans-Bernhard Bröker	Owner
1566	csnes9x\n    	JoelG	Owner
1568	css-cameronsimpsonsscripts\n    	Cameron Simpson	Owner
1569	cssc\n    	James Youngman	Owner
1574	csv2png\n    	Dr. Simon J. Melhuish	Owner
1583	ctgui\n    	baboon	Owner
1585	cthuga-l\n    	Zaph	Owner
1588	cthumb\n    	cpg	Owner
1589	ctk-adm-dns-chroot\n    	Cyril Bouthors	Owner
1590	ctk-cgi-chkurl\n    	Cyril Bouthors	Owner
1591	ctk-nettools\n    	Cyril Bouthors	Owner
1593	ctm_pl\n    	Axel Beckert	Owner
1594	ctnet\n    	A.J. Weber	Owner
1596	ctrlxmms\n    	Robin Smidsrød	Owner
1597	ctsim\n    	Kevin Rosenberg	Owner
1599	ctwm\n    	Richard Levitte	Owner
1600	cucipop\n    	Stephen R. van den Berg	Owner
1603	pam_cuecat\n    	Steven Lawrance	Owner
1612	curl\n    	Daniel Stenberg	Owner
1622	cutthecrap\n    	costas	Owner
1629	cvsmanualtranslationproject\n    	kama	Owner
1633	cvs-nserver\n    	Alexey Mahotkin	Owner
1635	cvs2html\n    	Peter Toft	Owner
1637	cvschk\n    	Peter Toft	Owner
1638	cvsd\n    	Arthur	Owner
1641	cvsmail\n    	Fred	Owner
1642	cvsq\n    	Vaclav Slavik	Owner
1643	cvsstat\n    	Peter Toft	Owner
1645	cvsup\n    	Dagobert Michelsen	Owner
1646	cvsweb\n    	Jonathan Noack	Owner
1650	cxmon\n    	Christian Bauer	Owner
1651	cxref\n    	amb	Owner
1659	cycas\n    	Wolfgang Weidner	Owner
1662	cygwin\n    	cgf	Owner
1663	worldforgecyphesis\n    	Alistair Riddoch	Owner
1667	cyrprint\n    	Constantine Gavrilov	Owner
1668	cyrusimapserver\n    	Rev. Adam Tauno Williams	Project Manager
1671	cyrus-imapd-configfiles\n    	David M. Zendzian	Owner
1673	cyrus-sasl-mysqlpatch\n    	David M. Zendzian	Owner
1679	dact\n    	rkeene	Owner
1680	daemon\n    	raf	Owner
1681	daemontools\n    	Dagobert Michelsen	Owner
1683	dailystrips\n    	Andrew Medico	Owner
1684	daive\n    	DaveSource	Owner
1687	dancer\n    	Daniel Stenberg	Owner
1687	dancer\n    	Elmar Hoffmann	Developer
1688	dansguardian\n    	Daniel Barron	Owner
1689	dante\n    	karls	Owner
1691	dap\n    	Tich	Owner
1692	daphne\n    	Matt Ownby	Owner
1696	darkfireircd\n    	dave	Owner
1697	darkice\n    	Ákos Maróy	Owner
1697	darkice\n    	rafael2k	Owner
1699	darwersi\n    	oa	Owner
1702	dasho-pro\n    	PreEmptive Solutions	Owner
1703	ddd\n    	Andreas Zeller	Owner
1706	dataaddressstandardizeperlmodule\n    	Gregor N. Purdy	Owner
1707	datalocations\n    	Steffen Beyer	Owner
1709	webman\n    	Glen Stewart	Owner
1710	dtl\n    	corwinjoy	Owner
1711	databrowser\n    	Paul Bemowski	Owner
1713	datalinklibrary\n    	David Fries	Owner
1714	datamanager\n    	richi	Owner
1715	datasphere\n    	Gerrit Hiddink	Owner
1717	datecalc\n    	Steffen Beyer	Owner
1718	datepcalc\n    	Steffen Beyer	Owner
1722	date_calc\n    	Monte Ohrt	Owner
1723	davegnukem\n    	Evil Mr Henry	Owner
1727	daydream\n    	Hannu Lyytinen	Owner
1729	dbprism\n    	Marcelo F. Ochoa	Owner
1733	db4o\n    	Carl Rosenberger	Owner
1734	dbappgen\n    	Andrew Maltsev	Owner
1735	dbacompanion\n    	dbacomp	Owner
1742	dbf2pos\n    	Zbigniew Michal Kempczynski	Owner
1750	dbixpassword\n    	Brian Aker	Owner
1753	dbmail\n    	Eelco van Beek	Project admin
1755	dbmedit\n    	James Marshall	Owner
1756	dbmetrix\n    	dbug	Owner
1758	dbox\n    	Daniel Kroening	Owner
1762	dbtcp\n    	flatline	Owner
1764	dbvisualizer\n    	Roger Bjärevall	Owner
1766	xindice\n    	The dbXML Group	Owner
1767	db_browser\n    	Chris Hardie	Owner
1768	dc1000\n    	Fredrik Roubert	Owner
1771	dcalc\n    	Bob Hepple	Owner
1774	dcd\n    	David E. Smith	Owner
1776	dclock\n    	R. Timothy Edwards	Owner
1777	ddclient\n    	WimPunk	Owner
1786	deadftp\n    	Brandon Lees	Owner
1789	deadmansredirect\n    	riddley	Owner
1794	debian\n    	Gürkan	Owner
1795	deborphan\n    	Carsten Hey	Owner
1795	deborphan\n    	Peter Palfrader (Weasel)	Owner
1796	debris\n    	Daniel Kroening	Owner
1799	decnetforlinux\n    	Patrick Caulfield	Owner
1807	defendguin\n    	Bill Kendrick, New Breed Software	Owner
1810	defx\n    	Franco Catrin L.	Owner
1815	delay\n    	Tom Rothamel	Owner
1816	delegate\n    	DeleGateAuthor	Owner
1817	deliver\n    	Chip Salzenberg	Owner
1818	deltamud\n    	Mike	Owner
1821	demolization\n    	Octol	Owner
1824	dents\n    	Johannes Erdfelt	Owner
1826	depot\n    	Michael Wojciechowski	Owner
1827	depui\n    	deleveld	Owner
1829	dert\n    	Danny Backx	Owner
1831	designcpn\n    	Mat Farrington	Project Manager
1835	deskroot\n    	cintaks	Owner
1840	deutex\n    	André Majorel	Owner
1841	develmodlist\n    	Randy J. Ray	Owner
1847	dfm\n    	Achim Kaiser	Owner
1850	dgensdl\n    	Bertrand Janin	Owner
1852	dgssearch\n    	James Sella	Owner
1856	dhcp-dns\n    	Kazin	Owner
1857	dhcpcd\n    	Roy Marples	Owner
1863	dhsd\n    	Andrew Williams	Owner
1868	dia\n    	Lars Clausen	Owner
1869	dia2code\n    	Javier O'Hara	Owner
1871	diablobot\n    	dave	Owner
1872	diacanvas\n    	Arjan Molenaar	Owner
1876	diald\n    	Mike Jagdis	Owner
1878	diald-top\n    	Beirdo	Owner
1888	dieresisnewsboy\n    	Gee	Owner
1889	dietlibc\n    	Felix von Leitner	Owner
1895	digicam\n    	timecop	Owner
1900	digitaldj\n    	Mike Oliphant	Owner
1901	digitemp\n    	Brian C. Lane	Owner
1904	dime\n    	Lars J	Owner
1909	ding\n    	Frank Richter	Owner
1910	dino\n    	CodingFrenzy	Owner
1911	dinotrace\n    	Wilson Snyder	Owner
1913	diogenes\n    	Peter Heslin	Owner
1917	dircproxy\n    	Francois Harvey	Owner
1917	dircproxy\n    	bear	Coder
1917	dircproxy\n    	W8TVI	Contributor
1923	dirlist\n    	Steven Lawrance	Owner
1925	directorysynchronizer\n    	vincent_delft	Owner
1929	disc-cover\n    	Jano van Hemert	Owner
1930	discdb\n    	Rodrigo Damazio	Owner
1935	dispair\n    	Daniel Stenberg	Owner
1936	display\n    	turbobugster	Owner
1937	displayghostscript\n    	Adam Fedor	Owner
1940	dlife\n    	Richard Jones	Owner
1944	dnetc\n    	Jeff Lawson	Owner
1947	ditdah\n    	gyp	Owner
1951	divine\n    	Felix von Leitner	Owner
1963	dkftpbench\n    	Dan Kegel	Owner
1964	dkimap\n    	Daniel Kroening	Owner
1965	dlc\n    	Martin Reinecke	Owner
1967	dldialog\n    	Harald Hoyer	Owner
1969	dlkern\n    	Darxus	Owner
1971	dmalloc\n    	e090	Owner
1974	dmcat\n    	binaryfeed	Owner
1977	dmx4linux\n    	doj	Owner
1981	dnews\n    	Gianluigi Salerno	Owner
1984	dnrd\n    	Natanael Copa	Maintainer
1984	dnrd\n    	Brad Garcia	Owner
1985	dnsclassforphp\n    	Eric Kilfoil	Owner
1987	dnscvsutil\n    	Tv	Owner
1988	dnshack_pl\n    	Kazin	Owner
1989	dnsjava\n    	bwelling	Owner
1991	dnsmasq\n    	Simon Kelley	Owner
1994	walker\n    	Simon Josefsson	Owner
1996	dnsutl\n    	Peter Miller	Owner
2000	dobackup_pl\n    	Ian E. Morgan	Owner
2000	dobackup_pl\n    	Robert Hardy	Co-Author
2001	doblet\n    	Mark Hooijkaas	Owner
2003	docbook2x\n    	Steve Cheng	Owner
2004	docbuilder\n    	itools	Owner
2007	docman\n    	Dobrica Pavlinusic	Owner
2010	dogdataorganizer\n    	Pirmin Kalberer	Owner
2011	doirc\n    	Bawa	Owner
2013	dolt\n    	David Dorward	Owner
2016	doomlegacy\n    	Metzgermeister	Owner
2018	dopewars\n    	Ben Webb	Owner
2019	doekaki\n    	Dormando	Owner
2023	dot_conf\n    	Lukas Schröder	Owner
2026	doublechocolatte\n    	Michael Dean	Owner
2027	linklist\n    	Carl J. Nobile	Owner
2028	downloadslave\n    	Christian Ordig	Owner
2032	doxygen\n    	Dimitri van Heesch	Owner
2037	dpkg\n    	jeff covey	Owner
2039	dproxy\n    	Matty	Owner
2046	dragonlinux\n    	Hagabard	Owner
2050	drbd\n    	Nuno Tavares	Owner
2052	dreambot\n    	spectre	Owner
2053	dreams\n    	Jorrit Tyberghein	Owner
2058	plt-scheme\n    	Eli Barzilay	Owner
2059	drsync\n    	dLux (Balázs Szabó)	Owner
2060	drumpatterns\n    	lamiral	Owner
2062	drupal\n    	Dries	Owner
2062	drupal\n    	Gerhard Killesreiter	Contributor
2062	drupal\n    	bsdunx	Contributor
2064	ds3\n    	Vladimir Michl	Owner
2065	dsd\n    	Anders Møller	Owner
2067	dsmltools\n    	Gervase Markham	Owner
2068	dsniff\n    	dugsong	Owner
2070	dsproxy\n    	NightWriter	Owner
2071	dspspy\n    	Harka Gy&#337;z&#337;	Owner
2074	dtdc\n    	Mathias Hasselmann	Owner
2075	dtd2latex\n    	Ed Avis	Owner
2088	duhdraw\n    	Walt Stoneburner	Owner
2088	duhdraw\n    	Pekka Enberg	Maintainer
2091	dumprestore\n    	Stelian Pop	Owner
2092	dumpmpeg\n    	David Hedbor	Owner
2094	dune\n    	Baris	Owner
2096	dupmerge\n    	Phil Karn	Owner
2100	dvbnrc\n    	Lukas Loesche	Owner
2101	dvddb\n    	James Gurney	Owner
2106	dvgrab\n    	Arne Schirmacher	Owner
2111	dxflib\n    	Andrew Mustun	Owner
2112	dxpc\n    	Brian Pane	Owner
2113	dxspiderdxcluster\n    	Dirk Koopman G1TLH	Owner
2115	dyn-dns-bind8\n    	Scott Dier	Owner
2119	dprobes\n    	IBM Linux Technology Center	Owner
2121	dynamics-hutmobileip\n    	Tom Weckström	Owner
2124	dyndb\n    	Uwe Ohse	Owner
2128	dynfwforipchains\n    	Marcus Schopen	Owner
2135	ereminders\n    	Glen Stewart	Owner
2135	ereminders\n    	Nino	Developer
2138	ecell\n    	Koichi Takahashi	Owner
2143	e-forecast\n    	Xink	Owner
2145	e-leds\n    	TiaZzz	Owner
2146	e-logmonitor\n    	Bart Cichosz	Owner
2153	e-squirt\n    	Jean Tourrilhes	Owner
2158	e-xmms\n    	Phil Warner	Owner
2162	e2plug\n    	Frederick Heckel	Owner
2164	e3\n    	kleine	Owner
2165	e4graph\n    	jyl at mod3.net	Owner
2167	e93\n    	Todd Squires	Owner
2168	edoc\n    	thomas schmickl	Owner
2171	eapsampler\n    	alany	Owner
2173	easter\n    	Antonio Luque Estepa	Owner
2186	ibodbc\n    	Martin	Owner
2187	easysoftjdbc-odbcbridge\n    	Martin	Project Manager
2189	easysoftsqlengine\n    	Martin	Project Manager
2190	easystat\n    	Philip Petrescu	Owner
2191	easytag\n    	Jérôme COUDERC	Owner
2196	ebison\n    	Gre.g	Owner
2197	ebola\n    	Paul L Daniels	Owner
2200	ec64\n    	Karsten Scheibler	Owner
2201	ecam\n    	eric richardson	Owner
2202	ecasound\n    	Kai Vehmanen	Owner
2203	ecawave\n    	Kai Vehmanen	Owner
2205	eccview\n    	I. Wronsky	Owner
2209	echominemuse\n    	Chris Chen	Owner
2211	ecli\n    	Paul G. Crismer	Owner
2213	emirror\n    	Martin Preishuber	Owner
2214	ecliptroaster\n    	Martin Preishuber	Owner
2216	ecliptsshshell\n    	Martin Preishuber	Owner
2217	ecology-howto\n    	Werner Heuser	Owner
2218	ecomreadyeshop\n    	Ecomready	Owner
2219	econtent\n    	Sandra Cann	Owner
2220	ecos\n    	Alex Schuilenburg	Owner
2221	e-db\n    	Cleto Pescia	Owner
2224	eddie\n    	Mickaël Rémond	Owner
2229	edx\n    	Prowler Team	Owner
2236	efone\n    	Krzysztof Dabrowski	Owner
2237	eforum\n    	Sandra Cann	Owner
2247	eggdrop\n    	guppy	Owner
2250	eglade\n    	Dan Elphick	Owner
2251	ego\n    	Helmut	Owner
2256	egtk\n    	richieb	Owner
2258	ehnt\n    	nikw	Owner
2262	eiffelfox\n    	Darren Hiebert	Owner
2264	eights\n    	Dylan X. Kelly	Owner
2265	ejbwizard\n    	Tim Holloway	Owner
2266	eject\n    	Jeff Tranter	Owner
2267	elcid\n    	sporadic	Owner
2270	plauncher\n    	David Bilbey	Owner
2274	electric\n    	Steven M. Rubin	Owner
2278	electricsheep\n    	Scott Draves	Owner
2281	elfkickers\n    	Brian Raiter	Owner
2283	elfvector\n    	John Reiser	Owner
2284	elizatalk\n    	C}{0JiN	Owner
2287	elm\n    	Bill Pemberton	Owner
2288	elm2mutt\n    	Jano van Hemert	Owner
2295	elysianfields\n    	Alex Turner	Owner
2297	jdee\n    	Paul Kinnucan	Owner
2300	emailaddressvalidationcomponent\n    	Manuel Lemos	Owner
2301	emailsecuritythroughprocmail\n    	John Hardin	Owner
2302	email2sms\n    	Adam Spiers	Owner
2303	emailscan\n    	Shagster	Owner
2305	embutils\n    	Felix von Leitner	Owner
2307	emelfm\n    	emel	Owner
2313	emlog\n    	Jeremy Elson	Owner
2316	empegify\n    	Ask Bjørn Hansen	Owner
2320	emptytree-seedy\n    	Gavin	Owner
2325	enbd\n    	Peter T. Breuer	Owner
2326	enbug\n    	Leon Brooks	Owner
2327	encompass\n    	Rodney Dawes	Owner
2328	encrypt\n    	Suso Banderas	Owner
2330	endymionmailman\n    	Endymion Corporation	Owner
2331	energymech\n    	proton	Owner
2331	energymech\n    	MadCamel	Developer
2336	enjoympeg\n    	Dieter Mittelmaier	Owner
2338	enlightenment\n    	The Rasterman	Owner
2338	enlightenment\n    	tkd	release management & annoucements
2341	enrusdictionarytools\n    	Stas Angler	Owner
2344	enscriptconfig\n    	Ethan Gold	Owner
2350	envarray\n    	Gregor N. Purdy	Owner
2355	enzyme\n    	Clark	Owner
2357	eo\n    	Juan J. Merelo	Owner
2359	epd2svg\n    	SANFACE Software	Owner
2367	epiwm\n    	mulot	Owner
2368	epkg\n    	Mark D. Roth	Owner
2370	epm\n    	Michael Sweet	Owner
2372	eportal\n    	Sandra Cann	Owner
2377	epsilon\n    	Steven Doerfler	Owner
2383	eqlplus\n    	Robert Adkins	Owner
2384	ede\n    	Dejan Lekic	Owner
2384	ede\n    	Sanel Z.	developer
2387	erc\n    	delYsid	Owner
2389	erikyyyphone\n    	erikyyy	Owner
2390	erlang\n    	Mickaël Rémond	Owner
2393	erwin\n    	adrian	Owner
2395	escher\n    	Stephen Tse	Owner
2395	escher\n    	Roman Kennke	admin
2396	esearch\n    	Sandra Cann	Owner
2399	esm\n    	Peter Todd	Owner
2401	esound\n    	Frederic Crozat	Owner
2407	eddietool\n    	Chris Miles	Owner
2409	etach\n    	J Rulnick	Owner
2410	eirc\n    	Javier Kohen	Owner
2411	eterm\n    	Michael Jennings (KainX)	Owner
2415	ether1394\n    	Franck Bonin	Owner
2416	ether2dns\n    	-is	Owner
2417	etherape\n    	bc	admin
2417	etherape\n    	jtoledo	Owner
2418	etherboot\n    	Marty Connor	Owner
2419	wireshark\n    	Gerald Combs	Owner
2420	etherealrealms\n    	Martin Foster	Owner
2422	etherdivert\n    	Benoit LOCHER	Owner
2424	ethernettapdriver\n    	Maksim Yevmenkin	Owner
2429	etktab\n    	Jason Sonnenschein	Owner
2432	ettercap\n    	ALoR	Owner
2434	eud2mbox\n    	Jon Miner	Owner
2435	euphoria\n    	Robert Craig	Owner
2439	europa\n    	Alex Nicolaou	Owner
2441	evas\n    	The Rasterman	Owner
2442	evbu\n    	Andrew Sterian	Owner
2445	eventmonitorproject\n    	Juan M. Casillas	Owner
2446	everyauction\n    	Matt Hahnfeld	Owner
2448	everybuddyjava\n    	Chris Carlin	Owner
2449	everychat\n    	Matt Hahnfeld	Owner
2451	evilwm\n    	Ciaran Anscomb	Owner
2454	ex11\n    	Mickael Remond	Owner
2466	exim\n    	Philip Hazel	Owner
2469	exist\n    	wolf	Owner
2473	exmms\n    	boris	Owner
2474	expat\n    	Sebastian Pipping	Owner
2476	expect\n    	Don Libes	Owner
2477	expertguide\n    	Dave Pearson	Owner
2480	explore2fs\n    	John Newbigin	Owner
2481	exportsql\n    	Dobrica Pavlinusic	Owner
2484	expressoframework\n    	Sandra Cann	Owner
2490	ext2resize\n    	Lennert Buytenhek	Owner
2491	ext3\n    	Stephen Tweedie	Owner
2492	extace\n    	Dave J. Andruczyk	Owner
2493	posixaclsforlinux\n    	Andreas Grünbacher	Owner
2501	extsub\n    	RiscTaker	Owner
2502	exuberantctags\n    	Darren Hiebert	Owner
2503	exult\n    	JSF	Owner
2506	eyefract\n    	deyerman	Owner
2516	ezpublish\n    	eZ Systems	Owner
2525	ezimail\n    	Tim Martin	Owner
2530	ezmlm-web\n    	Lars	Owner
2531	eznet\n    	D. Richard Hipp	Owner
2532	ezrpm\n    	Warren E. Downs	Owner
2538	fcalc\n    	Warren Young	Owner
2539	mp3riot\n    	nikolei	Owner
2540	f2py\n    	Pearu Peterson	Owner
2541	f2w\n    	scav	Owner
2544	fachodacomplex\n    	rixed	Owner
2550	fakeidentd\n    	Tomi Ollila	Owner
2554	fakeroot\n    	CA	Owner
2559	fampp\n    	Ben Martin	Owner
2560	fame\n    	Vivien Chappelier	Owner
2562	fancybeep\n    	Jason F. McBrayer	Owner
2567	efaq\n    	Sandra Cann	Owner
2569	faqomatic\n    	Ask Bjørn Hansen	Owner
2572	faqbuilder\n    	Jerronimo	Owner
2577	flex\n    	Will Estes	Owner
2578	flfm\n    	oksid	Owner
2583	fastjar\n    	Bryan Burns	Owner
2587	fasttemplate_php3\n    	GraFX	Owner
2590	favnuts\n    	Darren	Owner
2591	fax2send\n    	Andy Beezer	Owner
2598	fbgetty\n    	Yann (Meuh!) Droneaud	Owner
2599	fbi\n    	Gerd Knorr	Owner
2606	fbuilder\n    	InnerTek Software	Owner
2607	fbuilderplus\n    	InnerTek Software	Owner
2608	fbv\n    	Tomasz Sterna	Owner
2608	fbv\n    	mteg	coOwner
2615	fcluster\n    	InnerTek Software	Owner
2618	fcron\n    	Thibault Godouet	Owner
2620	fdlinux\n    	Adam Dosch	Owner
2625	fdupes\n    	Adrian Lopez	Owner
2626	fdutils\n    	Alain	Owner
2629	feh\n    	Tom	Owner
2630	femfind\n    	Martin Richtarsky	Owner
2632	ferm\n    	Max Kellermann	admin
2632	ferm\n    	sofar	Owner
2635	fetchmail\n    	Matthias Andree	Owner
2638	ff4l\n    	C-JiPH	Owner
2640	ffingerd\n    	Felix von Leitner	Owner
2641	fftw\n    	Steven G. Johnson	Owner
2642	fget\n    	Felix von Leitner	Owner
2643	fgetty\n    	Felix von Leitner	Owner
2645	fiasco\n    	Michael Hohmuth	Owner
2647	ficl\n    	john sadler	Owner
2648	fidelio\n    	Bassoukos Tassos	Owner
2650	fidogate\n    	Martin Junius	Owner
2655	figurine\n    	John Levon	Owner
2657	file\n    	Christos Zoulas	Owner
2658	filecheckdaemon\n    	Glen Wiley	Owner
2669	filepp\n    	Darren Miller	Owner
2673	filesystemshowto\n    	Martin Hinner	Owner
2674	filetraq\n    	Jeremy Weatherford	Owner
2676	filler\n    	Friendless	Owner
2677	fillrio_sh\n    	Daniel	Owner
2678	filterproxy\n    	Bob McElrath	Owner
2681	financequote\n    	Paul Fenwick	Owner
2686	findhosts\n    	Leif Sawyer	Owner
2687	findimagedupes\n    	raindog2	Owner
2690	find_duplicates\n    	Fredrik Hubinette	Owner
2692	fingerdaemonuserconfigurable\n    	Robert Trebula	Owner
2693	fingerd\n    	Greg A. Woods	Owner
2695	fink\n    	Max Horn	Owner
2695	fink\n    	dmalloc	PR dude
2698	firegnome\n    	Bart Trojanowski	Owner
2703	fireparse\n    	Aaron D. Marasco	Owner
2706	firestarter\n    	Tomas Junnonen	Owner
2710	fwbuilder\n    	Vadim Kurland	Owner
2711	firelogd\n    	Ian Jones	Owner
2719	fistgen\n    	Erez Zadok	Owner
2720	five\n    	Dylan X. Kelly	Owner
2724	fixhtml\n    	Raster	Owner
2725	fixmp3\n    	Afra Ahmad	Owner
2726	fk\n    	Matthew Kirkwood	Owner
2727	flac\n    	Josh Coalson	Owner
2737	flc\n    	Dirk	Owner
2739	flex_rb\n    	pts	Owner
2743	flightgear\n    	Curt Olson	Owner
2744	flightpath\n    	Julian	Owner
2746	flipit\n    	Matt Armstrong	Owner
2747	fli4l\n    	Tobias Gruetzmacher	Owner
2749	floppyfw\n    	Thomas ez Lundquist	Owner
2750	flounder\n    	Edward Vigmond	Owner
2751	flow\n    	Mark B. Allan	Owner
2756	fls\n    	Dave Dunkin	Owner
2758	fltk\n    	Michael Sweet	Owner
2760	fluidstreamingserver\n    	lasa	Owner
2761	flux\n    	Hans Petter Jansson	Owner
2762	flwm\n    	Bill Spitzak	Owner
2765	flystats\n    	CRESTO Sylvain	Owner
2767	fm\n    	Geert Bevin	Owner
2768	fm2html\n    	Satya	Owner
2772	fmio\n    	jumbo	Owner
2774	fmscore\n    	Adam Spiers	Owner
2774	fmscore\n    	Adam J. Foxson	Developer
2778	fnsam\n    	Peter Kleiweg	Owner
2780	foks\n    	Gilbert Roulot	Owner
2783	fontprint\n    	Vince Weaver	Owner
2788	foodock\n    	pepper	Owner
2789	fookb\n    	pepper	Owner
2791	fop\n    	Christian Geisert	Owner
2791	fop\n    	Jeremias Maerki	Owner
2792	for2html\n    	Joachim Wuttke	Owner
2793	for2latex\n    	pilarin	Owner
2797	fem\n    	CRRJohnson	Owner
2799	format_html\n    	mulot	Owner
2801	formmagick\n    	Alexandr Ciornii	Owner
2806	fortune-fgump\n    	Andreas Gohr	Owner
2811	fortune-simpsons-chalkboard\n    	Andreas Gohr	Owner
2812	fortune-starwars\n    	Andreas Gohr	Owner
2813	fortune-xfiles\n    	Andreas Gohr	Owner
2819	fox\n    	jeroen	Owner
2820	foxcontrol\n    	j_a_r	Owner
2821	foxcontrol-desktop\n    	j_a_r	Owner
2822	foxman\n    	j_a_r	Owner
2824	fphdb\n    	Aron Rubin	Owner
2826	fpl\n    	Daniel Stenberg	Owner
2827	fplan\n    	John C. Peterson	Owner
2828	fpseclone\n    	Mrs. Brisby	Owner
2832	frazierwall\n    	Ken Frazier	Owner
2835	free\n    	Jason Kitcat	Owner
2838	fpc\n    	Peter Vreman	Owner
2840	freereign\n    	Alex Taylor	Owner
2847	freebirth\n    	Antoine Mathys	Owner
2851	freecellsolver\n    	Shlomi Fish	Owner
2852	freecgi\n    	Alex Chachanashvili	Owner
2853	freecheck\n    	Eric Sandeen	Owner
2854	freeciv\n    	freeciv	Owner
2859	freedraft\n    	cliff	Owner
2866	freemarker\n    	Attila Szegedi	Co-admin
2866	freemarker\n    	Jonathan Revusky	Co-admin
2866	freemarker\n    	Dániel Dékány	Co-admin
2869	freemed-yirc\n    	Joe Thielen	Owner
2870	freemind\n    	linux	Owner
2871	freenet\n    	Ian Clarke	Owner
2875	freepository\n    	John Minnihan	Owner
2877	freeswan-wbm\n    	Tim Niemueller	Owner
2878	freesci\n    	Christoph Reichenbach	Owner
2879	freeside\n    	ivan	Owner
2883	freetds\n    	Brian Bruns	Owner
2883	freetds\n    	James K. Lowden	Release Manager
2887	vt\n    	Tuxsoft	Owner
2891	freewrl\n    	John A. Stewart (CRC Canada)	Owner
2901	freshmeatgrinder\n    	Evelyn Mitchell	Owner
2902	freshupdate\n    	whoo	Owner
2903	fretscale\n    	gurensan	Owner
2904	frgpasswd\n    	Knut Grahlmann	Owner
